Date,Chicken_ID,Farm_Name,Lat,Lon,Breed,Age_Days,Weight_Kg,Eggs_Laid,Barn_Temp_C
2026-05-24,KIP-0028,Geel Pluimvee,51.16,4.99,Rhode Island Red,272,2.54,2,22.0
2026-05-24,KIP-0029,Lommel Hoeve,51.23,5.31,Rhode Island Red,135,2.64,2,22.0
2026-05-24,KIP-0030,Hasselt Kip,50.93,5.33,Sussex,233,2.81,0,22.0
2026-05-24,KIP-0031,Geel Pluimvee,51.16,4.99,Rhode Island Red,146,2.66,1,22.0
2026-05-24,KIP-0032,Hasselt Kip,50.93,5.33,Sussex,210,2.2,1,22.0
2026-05-24,KIP-0033,Hasselt Kip,50.93,5.33,Sussex,199,2.38,0,22.0
2026-05-24,KIP-0034,Lommel Hoeve,51.23,5.31,Rhode Island Red,150,2.76,3,22.0
2026-05-24,KIP-0035,Geel Pluimvee,51.16,4.99,Sussex,145,2.37,0,22.0
2026-05-24,KIP-0036,Lommel Hoeve,51.23,5.31,Rhode Island Red,156,2.4,0,22.0
2026-05-24,KIP-0037,Geel Pluimvee,51.16,4.99,Rhode Island Red,281,3.01,0,22.0
2026-05-24,KIP-0038,Geel Pluimvee,51.16,4.99,Leghorn,152,2.6,0,22.0
2026-05-24,KIP-0039,Geel Pluimvee,51.16,4.99,Rhode Island Red,279,2.6,0,22.0
2026-05-24,KIP-0040,Geel Pluimvee,51.16,4.99,Leghorn,124,2.76,2,22.0
2026-05-24,KIP-0041,Geel Pluimvee,51.16,4.99,Rhode Island Red,261,2.53,0,22.0
2026-05-24,KIP-0042,Hasselt Kip,50.93,5.33,Rhode Island Red,278,2.66,0,22.0
2026-05-24,KIP-0043,Lommel Hoeve,51.23,5.31,Leghorn,124,1.96,1,22.0
2026-05-24,KIP-0044,Hasselt Kip,50.93,5.33,Leghorn,162,2.49,0,22.0
2026-05-24,KIP-0045,Geel Pluimvee,51.16,4.99,Rhode Island Red,253,2.45,0,22.0
2026-05-24,KIP-0046,Lommel Hoeve,51.23,5.31,Sussex,288,2.28,0,22.0
2026-05-24,KIP-0047,Geel Pluimvee,51.16,4.99,Leghorn,170,2.36,1,22.0
2026-05-24,KIP-0048,Lommel Hoeve,51.23,5.31,Sussex,161,2.53,0,22.0
2026-05-24,KIP-0049,Hasselt Kip,50.93,5.33,Sussex,128,2.21,2,22.0
2026-05-24,KIP-0050,Lommel Hoeve,51.23,5.31,Sussex,214,2.79,1,22.0
2026-05-24,KIP-0051,Lommel Hoeve,51.23,5.31,Leghorn,212,2.75,0,22.0
2026-05-24,KIP-0052,Lommel Hoeve,51.23,5.31,Sussex,228,2.09,0,22.0
2026-05-24,KIP-0053,Lommel Hoeve,51.23,5.31,Leghorn,154,2.47,0,22.0
2026-05-24,KIP-0054,Lommel Hoeve,51.23,5.31,Sussex,209,2.61,1,22.0
2026-05-24,KIP-0055,Geel Pluimvee,51.16,4.99,Rhode Island Red,154,2.6,1,22.0
2026-05-24,KIP-0056,Lommel Hoeve,51.23,5.31,Rhode Island Red,166,2.35,0,22.0
2026-05-24,KIP-0057,Lommel Hoeve,51.23,5.31,Leghorn,286,3.01,0,22.0
2026-05-24,KIP-0058,Hasselt Kip,50.93,5.33,Rhode Island Red,166,2.53,2,22.0
2026-05-24,KIP-0059,Lommel Hoeve,51.23,5.31,Rhode Island Red,134,2.66,2,22.0
2026-05-24,KIP-0060,Hasselt Kip,50.93,5.33,Sussex,264,2.31,0,22.0
2026-05-24,KIP-0061,Geel Pluimvee,51.16,4.99,Leghorn,241,2.62,0,22.0
2026-05-24,KIP-0062,Lommel Hoeve,51.23,5.31,Sussex,106,2.44,2,22.0
2026-05-24,KIP-0063,Hasselt Kip,50.93,5.33,Sussex,246,2.17,2,22.0
2026-05-24,KIP-0064,Hasselt Kip,50.93,5.33,Sussex,229,2.85,0,22.0
2026-05-24,KIP-0065,Geel Pluimvee,51.16,4.99,Sussex,218,2.65,0,22.0
2026-05-24,KIP-0066,Lommel Hoeve,51.23,5.31,Sussex,236,2.22,0,22.0
2026-05-24,KIP-0067,Lommel Hoeve,51.23,5.31,Sussex,271,2.43,2,22.0
2026-05-24,KIP-0068,Hasselt Kip,50.93,5.33,Sussex,213,2.55,0,22.0
2026-05-24,KIP-0069,Lommel Hoeve,51.23,5.31,Leghorn,113,2.67,0,22.0
2026-05-24,KIP-0070,Hasselt Kip,50.93,5.33,Rhode Island Red,121,2.71,2,22.0
2026-05-24,KIP-0071,Lommel Hoeve,51.23,5.31,Sussex,208,2.72,1,22.0
2026-05-24,KIP-0072,Hasselt Kip,50.93,5.33,Sussex,141,2.73,1,22.0
2026-05-24,KIP-0073,Lommel Hoeve,51.23,5.31,Sussex,116,2.49,1,22.0
2026-05-24,KIP-0074,Geel Pluimvee,51.16,4.99,Sussex,185,1.98,0,22.0
2026-05-24,KIP-0075,Lommel Hoeve,51.23,5.31,Sussex,156,2.68,0,22.0
2026-05-24,KIP-0076,Lommel Hoeve,51.23,5.31,Sussex,152,2.32,0,22.0
2026-05-24,KIP-0077,Geel Pluimvee,51.16,4.99,Rhode Island Red,272,2.44,1,22.0
2026-05-24,KIP-0078,Lommel Hoeve,51.23,5.31,Rhode Island Red,229,2.73,0,22.0
2026-05-24,KIP-0079,Geel Pluimvee,51.16,4.99,Sussex,206,2.45,2,22.0
2026-05-24,KIP-0080,Lommel Hoeve,51.23,5.31,Rhode Island Red,153,2.74,1,22.0
2026-05-24,KIP-0081,Hasselt Kip,50.93,5.33,Leghorn,249,2.33,0,22.0
2026-05-24,KIP-0082,Hasselt Kip,50.93,5.33,Sussex,247,2.64,0,22.0
2026-05-24,KIP-0083,Lommel Hoeve,51.23,5.31,Leghorn,180,3.01,0,22.0
2026-05-24,KIP-0084,Lommel Hoeve,51.23,5.31,Leghorn,253,2.48,1,22.0
2026-05-24,KIP-0085,Lommel Hoeve,51.23,5.31,Sussex,139,2.49,1,22.0
2026-05-24,KIP-0086,Hasselt Kip,50.93,5.33,Rhode Island Red,138,2.85,0,22.0
2026-05-24,KIP-0087,Lommel Hoeve,51.23,5.31,Leghorn,207,2.28,1,22.0
2026-05-24,KIP-0088,Hasselt Kip,50.93,5.33,Sussex,143,2.69,3,22.0
2026-05-24,KIP-0089,Geel Pluimvee,51.16,4.99,Leghorn,146,2.64,2,22.0
2026-05-24,KIP-0090,Hasselt Kip,50.93,5.33,Leghorn,299,2.76,0,22.0
2026-05-24,KIP-0091,Hasselt Kip,50.93,5.33,Leghorn,188,2.77,0,22.0
2026-05-24,KIP-0092,Geel Pluimvee,51.16,4.99,Leghorn,125,2.71,0,22.0
2026-05-24,KIP-0093,Hasselt Kip,50.93,5.33,Rhode Island Red,109,2.25,0,22.0
2026-05-24,KIP-0094,Lommel Hoeve,51.23,5.31,Leghorn,178,3.02,1,22.0
2026-05-24,KIP-0095,Lommel Hoeve,51.23,5.31,Leghorn,275,2.46,2,22.0
2026-05-24,KIP-0096,Hasselt Kip,50.93,5.33,Leghorn,245,2.31,1,22.0
2026-05-24,KIP-0097,Lommel Hoeve,51.23,5.31,Rhode Island Red,113,2.22,0,22.0
2026-05-24,KIP-0098,Hasselt Kip,50.93,5.33,Leghorn,197,2.6,2,22.0
2026-05-24,KIP-0099,Lommel Hoeve,51.23,5.31,Leghorn,207,2.77,1,22.0
2026-05-24,KIP-0100,Lommel Hoeve,51.23,5.31,Rhode Island Red,240,2.56,2,22.0
2026-05-24,KIP-0101,Hasselt Kip,50.93,5.33,Rhode Island Red,225,2.28,1,22.0
2026-05-24,KIP-0102,Lommel Hoeve,51.23,5.31,Rhode Island Red,112,2.03,2,22.0
2026-05-24,KIP-0103,Hasselt Kip,50.93,5.33,Leghorn,138,3.02,0,22.0
2026-05-24,KIP-0104,Lommel Hoeve,51.23,5.31,Rhode Island Red,220,2.37,1,22.0
2026-05-24,KIP-0105,Lommel Hoeve,51.23,5.31,Rhode Island Red,202,2.85,0,22.0
2026-05-24,KIP-0106,Geel Pluimvee,51.16,4.99,Leghorn,272,2.53,0,22.0
2026-05-24,KIP-0107,Geel Pluimvee,51.16,4.99,Rhode Island Red,257,2.59,1,22.0
2026-05-24,KIP-0108,Hasselt Kip,50.93,5.33,Leghorn,280,2.65,1,22.0
2026-05-24,KIP-0109,Geel Pluimvee,51.16,4.99,Sussex,148,2.31,2,22.0
2026-05-24,KIP-0110,Hasselt Kip,50.93,5.33,Rhode Island Red,223,2.44,0,22.0
2026-05-24,KIP-0111,Geel Pluimvee,51.16,4.99,Sussex,283,2.55,3,22.0
2026-05-24,KIP-0112,Lommel Hoeve,51.23,5.31,Leghorn,171,2.69,2,22.0
2026-05-24,KIP-0113,Hasselt Kip,50.93,5.33,Rhode Island Red,209,2.37,0,22.0
2026-05-24,KIP-0114,Hasselt Kip,50.93,5.33,Leghorn,102,2.39,2,22.0
2026-05-24,KIP-0115,Lommel Hoeve,51.23,5.31,Sussex,276,3.0,1,22.0
2026-05-24,KIP-0116,Hasselt Kip,50.93,5.33,Leghorn,262,2.59,2,22.0
2026-05-24,KIP-0117,Hasselt Kip,50.93,5.33,Rhode Island Red,259,2.95,1,22.0
2026-05-24,KIP-0118,Geel Pluimvee,51.16,4.99,Rhode Island Red,167,2.37,1,22.0
2026-05-24,KIP-0119,Hasselt Kip,50.93,5.33,Sussex,204,2.2,1,22.0
2026-05-24,KIP-0120,Lommel Hoeve,51.23,5.31,Leghorn,175,2.36,0,22.0
2026-05-24,KIP-0121,Geel Pluimvee,51.16,4.99,Rhode Island Red,139,2.53,0,22.0
2026-05-24,KIP-0122,Geel Pluimvee,51.16,4.99,Sussex,223,2.55,0,22.0
2026-05-24,KIP-0123,Lommel Hoeve,51.23,5.31,Rhode Island Red,171,2.45,2,22.0
2026-05-24,KIP-0124,Lommel Hoeve,51.23,5.31,Rhode Island Red,127,2.52,0,22.0
2026-05-24,KIP-0125,Geel Pluimvee,51.16,4.99,Leghorn,180,2.68,1,22.0
2026-05-24,KIP-0126,Hasselt Kip,50.93,5.33,Rhode Island Red,139,2.51,1,22.0
2026-05-24,KIP-0127,Geel Pluimvee,51.16,4.99,Leghorn,105,2.72,0,22.0
2026-05-24,KIP-0128,Lommel Hoeve,51.23,5.31,Rhode Island Red,158,2.51,3,22.0
2026-05-24,KIP-0129,Geel Pluimvee,51.16,4.99,Sussex,269,2.56,0,22.0
2026-05-24,KIP-0130,Lommel Hoeve,51.23,5.31,Rhode Island Red,232,2.37,2,22.0
2026-05-24,KIP-0131,Geel Pluimvee,51.16,4.99,Leghorn,122,2.55,0,22.0
2026-05-24,KIP-0132,Hasselt Kip,50.93,5.33,Leghorn,101,2.47,1,22.0
2026-05-24,KIP-0133,Geel Pluimvee,51.16,4.99,Sussex,138,2.63,0,22.0
2026-05-24,KIP-0134,Geel Pluimvee,51.16,4.99,Rhode Island Red,197,2.12,1,22.0
2026-05-24,KIP-0135,Lommel Hoeve,51.23,5.31,Rhode Island Red,262,2.42,0,22.0
2026-05-24,KIP-0136,Lommel Hoeve,51.23,5.31,Sussex,162,2.37,0,22.0
2026-05-24,KIP-0137,Lommel Hoeve,51.23,5.31,Rhode Island Red,178,2.54,0,22.0
2026-05-24,KIP-0138,Geel Pluimvee,51.16,4.99,Rhode Island Red,291,2.58,1,22.0
2026-05-24,KIP-0139,Hasselt Kip,50.93,5.33,Leghorn,237,2.36,0,22.0
2026-05-24,KIP-0140,Lommel Hoeve,51.23,5.31,Rhode Island Red,149,2.49,2,22.0
2026-05-24,KIP-0141,Lommel Hoeve,51.23,5.31,Rhode Island Red,279,2.81,1,22.0
2026-05-24,KIP-0142,Geel Pluimvee,51.16,4.99,Sussex,273,2.49,1,22.0
2026-05-24,KIP-0143,Lommel Hoeve,51.23,5.31,Sussex,198,2.25,2,22.0
2026-05-24,KIP-0144,Hasselt Kip,50.93,5.33,Leghorn,229,2.46,1,22.0
2026-05-24,KIP-0145,Hasselt Kip,50.93,5.33,Rhode Island Red,126,2.13,0,22.0
2026-05-24,KIP-0146,Lommel Hoeve,51.23,5.31,Rhode Island Red,265,2.39,0,22.0
2026-05-24,KIP-0147,Lommel Hoeve,51.23,5.31,Rhode Island Red,288,2.57,1,22.0
2026-05-24,KIP-0148,Geel Pluimvee,51.16,4.99,Leghorn,126,2.44,1,22.0
2026-05-24,KIP-0149,Hasselt Kip,50.93,5.33,Leghorn,244,2.83,0,22.0
2026-05-24,KIP-0150,Hasselt Kip,50.93,5.33,Sussex,192,2.0,0,22.0
2026-05-24,KIP-0151,Lommel Hoeve,51.23,5.31,Leghorn,280,2.47,0,22.0
2026-05-24,KIP-0152,Geel Pluimvee,51.16,4.99,Rhode Island Red,298,2.23,0,22.0
2026-05-24,KIP-0153,Hasselt Kip,50.93,5.33,Rhode Island Red,183,2.23,1,22.0
2026-05-24,KIP-0154,Hasselt Kip,50.93,5.33,Leghorn,216,2.44,1,22.0
2026-05-24,KIP-0155,Geel Pluimvee,51.16,4.99,Rhode Island Red,163,2.44,0,22.0
2026-05-24,KIP-0156,Geel Pluimvee,51.16,4.99,Rhode Island Red,163,2.49,0,22.0
2026-05-24,KIP-0157,Hasselt Kip,50.93,5.33,Leghorn,194,2.68,4,22.0
2026-05-24,KIP-0158,Hasselt Kip,50.93,5.33,Leghorn,140,2.75,0,22.0
2026-05-24,KIP-0159,Geel Pluimvee,51.16,4.99,Rhode Island Red,220,2.44,1,22.0
2026-05-24,KIP-0160,Hasselt Kip,50.93,5.33,Rhode Island Red,260,2.51,1,22.0
2026-05-24,KIP-0161,Lommel Hoeve,51.23,5.31,Rhode Island Red,196,2.32,0,22.0
2026-05-24,KIP-0162,Lommel Hoeve,51.23,5.31,Sussex,260,2.51,1,22.0
2026-05-24,KIP-0163,Geel Pluimvee,51.16,4.99,Sussex,202,2.54,2,22.0
2026-05-24,KIP-0164,Geel Pluimvee,51.16,4.99,Sussex,218,2.29,2,22.0
2026-05-24,KIP-0165,Geel Pluimvee,51.16,4.99,Leghorn,222,2.51,2,22.0
2026-05-24,KIP-0166,Lommel Hoeve,51.23,5.31,Sussex,161,2.37,2,22.0
2026-05-24,KIP-0167,Hasselt Kip,50.93,5.33,Leghorn,183,2.93,1,22.0
2026-05-24,KIP-0168,Lommel Hoeve,51.23,5.31,Leghorn,226,2.73,1,22.0
2026-05-24,KIP-0169,Hasselt Kip,50.93,5.33,Sussex,111,2.37,1,22.0
2026-05-24,KIP-0170,Lommel Hoeve,51.23,5.31,Sussex,154,2.4,1,22.0
2026-05-24,KIP-0171,Hasselt Kip,50.93,5.33,Sussex,218,2.39,0,22.0
2026-05-24,KIP-0172,Lommel Hoeve,51.23,5.31,Rhode Island Red,297,2.48,1,22.0
2026-05-24,KIP-0173,Geel Pluimvee,51.16,4.99,Sussex,195,2.4,0,22.0
2026-05-24,KIP-0174,Lommel Hoeve,51.23,5.31,Rhode Island Red,134,3.12,0,22.0
2026-05-24,KIP-0175,Hasselt Kip,50.93,5.33,Leghorn,281,2.72,2,22.0
2026-05-24,KIP-0176,Lommel Hoeve,51.23,5.31,Rhode Island Red,103,2.48,2,22.0
2026-05-24,KIP-0177,Lommel Hoeve,51.23,5.31,Sussex,149,2.54,0,22.0
2026-05-24,KIP-0178,Lommel Hoeve,51.23,5.31,Leghorn,216,2.71,0,22.0
2026-05-24,KIP-0179,Geel Pluimvee,51.16,4.99,Leghorn,165,2.76,2,22.0
2026-05-24,KIP-0180,Lommel Hoeve,51.23,5.31,Leghorn,224,2.59,0,22.0
2026-05-24,KIP-0181,Geel Pluimvee,51.16,4.99,Rhode Island Red,117,2.78,0,22.0
2026-05-24,KIP-0182,Geel Pluimvee,51.16,4.99,Sussex,107,2.66,0,22.0
2026-05-24,KIP-0183,Lommel Hoeve,51.23,5.31,Leghorn,186,2.22,1,22.0
2026-05-24,KIP-0184,Lommel Hoeve,51.23,5.31,Leghorn,265,2.79,1,22.0
2026-05-24,KIP-0185,Lommel Hoeve,51.23,5.31,Leghorn,159,2.82,1,22.0
2026-05-24,KIP-0186,Hasselt Kip,50.93,5.33,Rhode Island Red,169,2.17,1,22.0
2026-05-24,KIP-0187,Lommel Hoeve,51.23,5.31,Rhode Island Red,127,2.66,0,22.0
2026-05-24,KIP-0188,Geel Pluimvee,51.16,4.99,Sussex,267,2.25,1,22.0
2026-05-24,KIP-0189,Lommel Hoeve,51.23,5.31,Rhode Island Red,250,2.19,0,22.0
2026-05-24,KIP-0190,Hasselt Kip,50.93,5.33,Leghorn,113,2.45,0,22.0
2026-05-24,KIP-0191,Lommel Hoeve,51.23,5.31,Sussex,192,2.7,0,22.0
2026-05-24,KIP-0192,Hasselt Kip,50.93,5.33,Leghorn,119,2.4,2,22.0
2026-05-24,KIP-0193,Hasselt Kip,50.93,5.33,Leghorn,217,2.67,1,22.0
2026-05-24,KIP-0194,Lommel Hoeve,51.23,5.31,Rhode Island Red,143,2.74,0,22.0
2026-05-24,KIP-0195,Geel Pluimvee,51.16,4.99,Sussex,210,2.44,0,22.0
2026-05-24,KIP-0196,Hasselt Kip,50.93,5.33,Rhode Island Red,213,2.58,1,22.0
2026-05-24,KIP-0197,Lommel Hoeve,51.23,5.31,Rhode Island Red,136,2.47,1,22.0
2026-05-24,KIP-0198,Lommel Hoeve,51.23,5.31,Sussex,278,2.29,0,22.0
2026-05-24,KIP-0199,Geel Pluimvee,51.16,4.99,Leghorn,119,2.68,1,22.0
2026-05-24,KIP-0200,Hasselt Kip,50.93,5.33,Leghorn,277,2.57,0,22.0
2026-05-24,KIP-0201,Hasselt Kip,50.93,5.33,Sussex,137,2.72,0,22.0
2026-05-24,KIP-0202,Lommel Hoeve,51.23,5.31,Leghorn,218,2.29,0,22.0
2026-05-24,KIP-0203,Lommel Hoeve,51.23,5.31,Sussex,184,2.56,0,22.0
2026-05-24,KIP-0204,Geel Pluimvee,51.16,4.99,Sussex,104,2.37,1,22.0
2026-05-24,KIP-0205,Geel Pluimvee,51.16,4.99,Rhode Island Red,292,2.49,2,22.0
2026-05-24,KIP-0206,Hasselt Kip,50.93,5.33,Sussex,175,2.9,0,22.0
2026-05-24,KIP-0207,Hasselt Kip,50.93,5.33,Rhode Island Red,188,2.72,0,22.0
2026-05-24,KIP-0208,Lommel Hoeve,51.23,5.31,Leghorn,241,2.74,0,22.0
2026-05-24,KIP-0209,Hasselt Kip,50.93,5.33,Leghorn,168,2.13,0,22.0
2026-05-24,KIP-0210,Geel Pluimvee,51.16,4.99,Leghorn,291,2.69,0,22.0
2026-05-24,KIP-0211,Geel Pluimvee,51.16,4.99,Leghorn,172,2.43,0,22.0
2026-05-24,KIP-0212,Lommel Hoeve,51.23,5.31,Rhode Island Red,167,2.54,3,22.0
2026-05-24,KIP-0213,Geel Pluimvee,51.16,4.99,Leghorn,181,2.43,1,22.0
2026-05-24,KIP-0214,Geel Pluimvee,51.16,4.99,Sussex,153,2.65,1,22.0
2026-05-24,KIP-0215,Geel Pluimvee,51.16,4.99,Sussex,164,2.24,1,22.0
2026-05-24,KIP-0216,Geel Pluimvee,51.16,4.99,Sussex,260,2.17,0,22.0
2026-05-24,KIP-0217,Lommel Hoeve,51.23,5.31,Rhode Island Red,134,2.83,1,22.0
2026-05-24,KIP-0218,Lommel Hoeve,51.23,5.31,Leghorn,102,2.7,2,22.0
2026-05-24,KIP-0219,Hasselt Kip,50.93,5.33,Leghorn,255,2.22,1,22.0
2026-05-24,KIP-0220,Geel Pluimvee,51.16,4.99,Leghorn,114,2.17,0,22.0
2026-05-24,KIP-0221,Hasselt Kip,50.93,5.33,Rhode Island Red,186,2.62,1,22.0
2026-05-24,KIP-0222,Lommel Hoeve,51.23,5.31,Sussex,250,2.67,0,22.0
2026-05-24,KIP-0223,Lommel Hoeve,51.23,5.31,Sussex,179,2.65,0,22.0
2026-05-24,KIP-0224,Lommel Hoeve,51.23,5.31,Leghorn,150,2.56,0,22.0
2026-05-24,KIP-0225,Lommel Hoeve,51.23,5.31,Sussex,120,2.22,0,22.0
2026-05-24,KIP-0226,Lommel Hoeve,51.23,5.31,Sussex,295,2.48,0,22.0
2026-05-24,KIP-0227,Lommel Hoeve,51.23,5.31,Rhode Island Red,151,2.6,1,22.0
2026-05-24,KIP-0228,Lommel Hoeve,51.23,5.31,Rhode Island Red,205,2.54,1,22.0
2026-05-24,KIP-0229,Geel Pluimvee,51.16,4.99,Rhode Island Red,276,2.29,2,22.0
2026-05-24,KIP-0230,Hasselt Kip,50.93,5.33,Rhode Island Red,290,2.51,0,22.0
2026-05-24,KIP-0231,Lommel Hoeve,51.23,5.31,Leghorn,269,2.34,1,22.0
2026-05-24,KIP-0232,Geel Pluimvee,51.16,4.99,Rhode Island Red,272,2.47,2,22.0
2026-05-24,KIP-0233,Geel Pluimvee,51.16,4.99,Sussex,217,3.01,2,22.0
2026-05-24,KIP-0234,Hasselt Kip,50.93,5.33,Leghorn,220,2.58,2,22.0
2026-05-24,KIP-0235,Lommel Hoeve,51.23,5.31,Sussex,253,2.33,2,22.0
2026-05-24,KIP-0236,Hasselt Kip,50.93,5.33,Sussex,188,2.29,0,22.0
2026-05-24,KIP-0237,Lommel Hoeve,51.23,5.31,Sussex,263,2.45,0,22.0
2026-05-24,KIP-0238,Geel Pluimvee,51.16,4.99,Rhode Island Red,148,2.27,2,22.0
2026-05-24,KIP-0239,Geel Pluimvee,51.16,4.99,Rhode Island Red,249,2.51,1,22.0
2026-05-24,KIP-0240,Geel Pluimvee,51.16,4.99,Leghorn,237,2.47,0,22.0
2026-05-24,KIP-0241,Geel Pluimvee,51.16,4.99,Leghorn,176,2.48,1,22.0
2026-05-24,KIP-0242,Hasselt Kip,50.93,5.33,Rhode Island Red,184,3.02,1,22.0
2026-05-24,KIP-0243,Lommel Hoeve,51.23,5.31,Sussex,224,2.7,1,22.0
2026-05-24,KIP-0244,Lommel Hoeve,51.23,5.31,Leghorn,118,2.72,1,22.0
2026-05-24,KIP-0245,Hasselt Kip,50.93,5.33,Rhode Island Red,131,2.42,0,22.0
2026-05-24,KIP-0246,Lommel Hoeve,51.23,5.31,Rhode Island Red,196,2.46,1,22.0
2026-05-24,KIP-0247,Geel Pluimvee,51.16,4.99,Rhode Island Red,196,2.37,0,22.0
2026-05-24,KIP-0248,Lommel Hoeve,51.23,5.31,Sussex,148,2.26,2,22.0
2026-05-24,KIP-0249,Geel Pluimvee,51.16,4.99,Rhode Island Red,259,2.71,1,22.0
2026-05-24,KIP-0250,Hasselt Kip,50.93,5.33,Rhode Island Red,224,2.52,1,22.0
2026-05-24,KIP-0251,Lommel Hoeve,51.23,5.31,Rhode Island Red,229,2.83,1,22.0
2026-05-24,KIP-0252,Hasselt Kip,50.93,5.33,Rhode Island Red,143,2.58,0,22.0
2026-05-24,KIP-0253,Lommel Hoeve,51.23,5.31,Leghorn,296,2.61,0,22.0
2026-05-24,KIP-0254,Geel Pluimvee,51.16,4.99,Leghorn,205,2.32,0,22.0
2026-05-24,KIP-0255,Hasselt Kip,50.93,5.33,Rhode Island Red,220,2.03,0,22.0
2026-05-24,KIP-0256,Lommel Hoeve,51.23,5.31,Sussex,214,2.4,0,22.0
2026-05-24,KIP-0257,Geel Pluimvee,51.16,4.99,Leghorn,104,2.67,0,22.0
2026-05-24,KIP-0258,Hasselt Kip,50.93,5.33,Rhode Island Red,129,2.65,1,22.0
2026-05-24,KIP-0259,Hasselt Kip,50.93,5.33,Leghorn,299,2.39,3,22.0
2026-05-24,KIP-0260,Lommel Hoeve,51.23,5.31,Leghorn,250,2.57,0,22.0
2026-05-24,KIP-0261,Lommel Hoeve,51.23,5.31,Sussex,165,2.19,0,22.0
2026-05-24,KIP-0262,Lommel Hoeve,51.23,5.31,Rhode Island Red,292,2.26,0,22.0
2026-05-24,KIP-0263,Geel Pluimvee,51.16,4.99,Rhode Island Red,279,2.54,1,22.0
2026-05-24,KIP-0264,Lommel Hoeve,51.23,5.31,Sussex,249,2.48,2,22.0
2026-05-24,KIP-0265,Hasselt Kip,50.93,5.33,Sussex,111,2.41,4,22.0
2026-05-24,KIP-0266,Hasselt Kip,50.93,5.33,Rhode Island Red,172,2.73,0,22.0
2026-05-24,KIP-0267,Lommel Hoeve,51.23,5.31,Rhode Island Red,262,2.61,0,22.0
2026-05-24,KIP-0268,Lommel Hoeve,51.23,5.31,Sussex,119,2.32,2,22.0
2026-05-24,KIP-0269,Hasselt Kip,50.93,5.33,Leghorn,153,2.68,0,22.0
2026-05-24,KIP-0270,Geel Pluimvee,51.16,4.99,Leghorn,179,2.18,1,22.0
2026-05-24,KIP-0271,Lommel Hoeve,51.23,5.31,Sussex,230,2.34,1,22.0
2026-05-24,KIP-0272,Lommel Hoeve,51.23,5.31,Leghorn,178,2.57,3,22.0
2026-05-24,KIP-0273,Hasselt Kip,50.93,5.33,Sussex,240,2.65,0,22.0
